,Agency,Create Time,Area Id,Beat,Priority,Incident Type Id,Incident Type Description,Event Number,Closed Time,Location 1
4692,OP,2014-01-10T15:57:06,2.0,32X,2,20002,HIT & RUN (PROPERTY,LOP140110000710,2014-01-10T16:51:36,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4693,OP,2014-01-10T15:58:07,1.0,20X,2,911H,911 HANG-UP,LOP140110000712,2014-01-10T16:33:01,"{'human_address': '{""address"":""E 9TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4694,OP,2014-01-10T15:59:29,1.0,15X,1,211,ROBBERY,LOP140110000714,2014-01-10T19:28:13,"{'human_address': '{""address"":""PARK BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4695,OP,2014-01-10T15:59:57,1.0,01X,2,10851,STOLEN VEHICLE,LOP140110000715,2014-01-10T19:56:01,"{'human_address': '{""address"":""OAK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4696,OP,2014-01-10T16:02:58,2.0,35X,1,242,BATTERY,LOP140110000717,2014-01-10T16:06:20,"{'human_address': '{""address"":""84TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4697,OP,2014-01-10T16:03:03,1.0,08X,2,415C,415 UNKNOWN,LOP140110000716,2014-01-10T16:04:37,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4698,OP,2014-01-10T16:04:42,1.0,10X,2,933MA,ALARM-MANUALLY ACTIV,LOP140110000718,2014-01-10T16:41:15,"{'human_address': '{""address"":""CITY LIMITS CIR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4699,OP,2014-01-10T16:08:09,1.0,15X,2,23152,DUI ALCOHOL/DRUGS,LOP140110000721,2014-01-10T16:12:34,"{'human_address': '{""address"":""AV&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4700,OP,2014-01-10T16:12:41,1.0,03Y,2,10851,STOLEN VEHICLE,LOP140110000722,2014-01-10T17:43:05,"{'human_address': '{""address"":""7TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4701,OP,2014-01-10T16:13:32,1.0,11X,2,WELCK,WELFARE CHECK -- CHE,LOP140110000723,2014-01-10T17:32:59,"{'human_address': '{""address"":""57TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4702,OP,2014-01-10T16:14:20,2.0,26Y,2,20002,HIT & RUN (PROPERTY,LOP140110000724,2014-01-10T16:21:48,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4703,OP,2014-01-10T16:18:09,1.0,06X,2,415,DISTURBING THE PEACE,LOP140110000727,2014-01-10T16:54:18,"{'human_address': '{""address"":""ST&amp;MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4704,OP,2014-01-10T16:20:23,2.0,30X,2,SECCK,SECURITY CHECK,LOP140110000732,2014-01-10T17:11:25,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4705,OP,2014-01-10T16:20:37,2.0,30X,2,SECCK,SECURITY CHECK,LOP140110000730,2014-01-10T20:48:02,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4706,OP,2014-01-10T16:20:46,2.0,30X,1,MP,MISSING PERSON,LOP140110000729,2014-01-10T16:23:11,"{'human_address': '{""address"":""PLYMOUTH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4707,OP,2014-01-10T16:22:44,1.0,14X,2,415,415 FAMILY,LOP140110000735,2014-01-10T19:48:51,"{'human_address': '{""address"":""JAYNE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4708,OP,2014-01-10T16:24:05,2.0,31Z,2,HAZ,HAZARDOUS SITUATION/,LOP140110000733,2014-01-10T21:08:45,"{'human_address': '{""address"":""AV&amp;PEARMAIN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4709,OP,2014-01-10T16:24:48,2.0,26Y,1,245,ASSAULT W/DEADLY WEA,LOP140110000734,2014-01-10T19:50:51,"{'human_address': '{""address"":""54TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4710,OP,2014-01-10T16:27:06,2.0,31X,2,23103,RECKLESS DRIVING,LOP140110000737,2014-01-10T17:44:50,"{'human_address': '{""address"":""HEGENBERGER OFFRP AV&amp;SB I880"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4711,OP,2014-01-10T16:28:40,1.0,13Y,2,933R,ALARM-RINGER,LOP140110000739,2014-01-10T17:02:16,"{'human_address': '{""address"":""PINEHAVEN RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4712,OP,2014-01-10T16:30:01,2.0,30Y,2,911H,911 HANG-UP,LOP140110000740,2014-01-10T16:30:34,"{'human_address': '{""address"":""BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4714,OP,2014-01-10T16:33:33,2.0,33X,2,11500,DRUG DEALING,LOP140110000749,2014-01-10T21:36:05,"{'human_address': '{""address"":""98TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4715,OP,2014-01-10T16:33:57,1.0,20X,2,10851,STOLEN VEHICLE,LOP140110000746,2014-01-11T20:17:27,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4716,OP,2014-01-10T16:34:56,1.0,21Y,2,933R,ALARM-RINGER,LOP140110000748,2014-01-10T17:02:02,"{'human_address': '{""address"":""CURRAN AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4717,OP,2014-01-10T16:38:56,1.0,14X,1,945,AMBULANCE FOLLOW UP,LOP140110000750,2014-01-10T18:00:59,"{'human_address': '{""address"":""PERKINS ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4718,OP,2014-01-10T16:41:17,2.0,27Y,1,901A,VEHICLE COLLISION-PE,LOP140110000752,2014-01-10T17:43:08,"{'human_address': '{""address"":""16TH ST&amp;SEMINARY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4719,OP,2014-01-10T16:43:08,1.0,08X,2,HAZ,HAZARDOUS SITUATION/,LOP140110000754,2014-01-10T18:35:11,"{'human_address': '{""address"":""MACARTHUR BLVD&amp;TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4720,OP,2014-01-10T16:47:14,1.0,22X,2,933R,ALARM-RINGER,LOP140110000755,2014-01-10T17:02:03,"{'human_address': '{""address"":""LEIMERT BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4721,OP,2014-01-10T16:48:33,2.0,35X,1,901A,VEHICLE COLLISION-PE,LOP140110000759,2014-01-11T01:47:35,"{'human_address': '{""address"":""AV&amp;BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4722,OP,2014-01-10T16:50:04,2.0,35X,1,901A,VEHICLE COLLISION-PE,LOP140110000760,2014-01-10T16:52:37,"{'human_address': '{""address"":""AV&amp;BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4723,OP,2014-01-10T16:51:41,1.0,09X,2,912,SUSPICIOUS PERSON,LOP140110000761,2014-01-10T17:59:47,"{'human_address': '{""address"":""W MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4724,OP,2014-01-10T16:53:07,1.0,15X,2,SECCK,SECURITY CHECK,LOP140110000764,2014-01-10T18:36:47,"{'human_address': '{""address"":""BLVD&amp;LAKESHORE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4725,OP,2014-01-10T16:54:18,2.0,26Y,2,11500,DRUG DEALING,LOP140110000766,2014-01-10T21:35:49,"{'human_address': '{""address"":""72ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4726,OP,2014-01-10T16:55:23,1.0,19X,1,243E,BATTERY ON CO-HABITA,LOP140110000763,2014-01-10T17:59:26,"{'human_address': '{""address"":""15TH ST&amp;MUNSON WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4727,OP,2014-01-10T16:56:04,1.0,15X,2,5150,MENTALLY ILL,LOP140110000765,2014-01-10T18:13:43,"{'human_address': '{""address"":""E 18TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4728,OP,2014-01-10T17:02:27,2.0,32Y,2,601R,RUNAWAY,LOP140110000770,2014-01-10T22:24:28,"{'human_address': '{""address"":""98TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4729,OP,2014-01-10T17:06:14,2.0,31X,2,911H,911 HANG-UP,LOP140110000773,2014-01-11T03:45:29,"{'human_address': '{""address"":""PARDEE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4730,OP,2014-01-10T17:06:17,1.0,07X,1,459,BURGLARY,LOP140110000777,2014-01-10T17:32:12,"{'human_address': '{""address"":""26TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4731,OP,2014-01-10T17:06:57,2.0,35X,1,242,BATTERY,LOP140110000774,2014-01-10T17:07:21,"{'human_address': '{""address"":""84TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4732,OP,2014-01-10T17:08:53,2.0,29X,2,415BF,415 BOYFRIEND,LOP140110000779,2014-01-10T19:48:10,"{'human_address': '{""address"":""LACEY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4733,OP,2014-01-10T17:13:39,1.0,12Y,2,415,DISTURBING THE PEACE,LOP140110000782,2014-01-10T18:02:33,"{'human_address': '{""address"":""ST&amp;MCAULEY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4734,OP,2014-01-10T17:15:07,1.0,21X,2,SECCK,SECURITY CHECK,LOP140110000781,2014-01-10T17:22:17,"{'human_address': '{""address"":""FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4735,OP,2014-01-10T17:20:37,1.0,04X,2,415RM,DISTURBING BETWEEN R,LOP140110000787,2014-01-10T18:07:21,"{'human_address': '{""address"":""W GRAND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4736,OP,2014-01-10T17:20:41,1.0,16X,2,933R,ALARM-RINGER,LOP140110000786,2014-01-10T17:48:50,"{'human_address': '{""address"":""LONGRIDGE RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4737,OP,2014-01-10T17:25:40,2.0,30X,2,975,STAND BY AND PRESERV,LOP140110000793,2014-01-10T23:36:39,"{'human_address': '{""address"":""ALDER ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4738,OP,2014-01-10T17:25:52,2.0,30Y,2,949,SUSPICIOUS VEHICLE,LOP140110000794,2014-01-11T00:39:57,"{'human_address': '{""address"":""CREST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4739,OP,2014-01-10T17:26:01,1.0,22Y,2,933R,ALARM-RINGER,LOP140110000792,2014-01-10T17:39:01,"{'human_address': '{""address"":""LAUREL AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4740,OP,2014-01-10T17:28:11,2.0,27Y,1,243E,BATTERY ON CO-HABITA,LOP140110000797,2014-01-10T18:20:34,"{'human_address': '{""address"":""HARMON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4741,OP,2014-01-10T17:29:27,2.0,31Y,2,933R,ALARM-RINGER,LOP140110000796,2014-01-10T21:34:15,"{'human_address': '{""address"":""98TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4742,OP,2014-01-10T17:32:07,1.0,22Y,2,955A,VICIOUS ANIMAL,LOP140110000799,2014-01-10T19:12:27,"{'human_address': '{""address"":""MAPLE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4743,OP,2014-01-10T17:41:04,1.0,22X,2,HAZ,HAZARDOUS SITUATION/,LOP140110000807,2014-01-10T18:29:47,"{'human_address': '{""address"":""AV&amp;MOUNTAIN BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4744,OP,2014-01-10T17:43:25,1.0,03Y,2,933R,ALARM-RINGER,LOP140110000808,2014-01-10T18:23:39,"{'human_address': '{""address"":""14TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4745,OP,2014-01-10T17:44:02,1.0,09X,2,415,DISTURBING THE PEACE,LOP140110000812,2014-01-10T18:06:26,"{'human_address': '{""address"":""ST&amp;RIDGEWAY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4746,OP,2014-01-10T17:46:12,2.0,32X,1,243E,BATTERY ON CO-HABITA,LOP140110000815,2014-01-10T19:13:55,"{'human_address': '{""address"":""100TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4747,OP,2014-01-10T17:46:41,1.0,14Y,2,10851,STOLEN VEHICLE,LOP140110000811,2014-01-11T01:11:44,"{'human_address': '{""address"":""YORK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4748,OP,2014-01-10T17:48:17,1.0,03Y,2,278_5,VIOLATION OF CUSTODY,LOP140110000813,2014-01-10T17:49:52,"{'human_address': '{""address"":""7TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4749,OP,2014-01-10T17:51:21,1.0,21Y,1,243E,BATTERY ON CO-HABITA,LOP140110000818,2014-01-10T17:52:24,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4750,OP,2014-01-10T17:51:39,1.0,04X,2,422,THREATEN CRIME WITH,LOP140110000817,2014-01-10T17:55:54,"{'human_address': '{""address"":""CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4751,OP,2014-01-10T17:53:32,1.0,04X,2,5150,MENTALLY ILL,LOP140110000821,2014-01-10T18:53:49,"{'human_address': '{""address"":""14TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4752,OP,2014-01-10T17:53:45,1.0,07X,2,11500,DRUG DEALING,LOP140110000820,2014-01-10T21:43:04,"{'human_address': '{""address"":""ST&amp;FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4753,OP,2014-01-10T18:01:19,1.0,21Y,2,10851,STOLEN VEHICLE,LOP140110000825,2014-01-10T19:52:16,"{'human_address': '{""address"":""FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4754,OP,2014-01-10T18:02:01,2.0,30Y,2,5150,MENTALLY ILL,LOP140110000828,2014-01-10T22:54:26,"{'human_address': '{""address"":""OUTLOOK AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4755,OP,2014-01-10T18:02:19,2.0,34X,2,933R,ALARM-RINGER,LOP140110000826,2014-01-10T22:26:14,"{'human_address': '{""address"":""SUNNYSIDE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4756,OP,2014-01-10T18:09:49,1.0,21Y,2,242,BATTERY,LOP140110000834,2014-01-11T01:19:16,"{'human_address': '{""address"":""NICOL AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4757,OP,2014-01-10T18:12:54,2.0,24X,2,20002,HIT & RUN (PROPERTY,LOP140110000835,2014-01-10T19:48:38,"{'human_address': '{""address"":""AV&amp;FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4758,OP,2014-01-10T18:15:49,2.0,27Y,1,243E,BATTERY ON CO-HABITA,LOP140110000837,2014-01-10T18:52:42,"{'human_address': '{""address"":""BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4759,OP,2014-01-10T18:16:09,2.0,32X,1,CODE7,SUBJECT ARMED WITH W,LOP140110000836,2014-01-10T18:49:35,"{'human_address': '{""address"":""AV&amp;C ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4760,OP,2014-01-10T18:18:44,2.0,30Y,2,415CU,DISTURBANCE-CUSTOMER,LOP140110000839,2014-01-10T20:06:51,"{'human_address': '{""address"":""73RD AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4761,OP,2014-01-10T18:24:31,1.0,13Z,2,949,SUSPICIOUS VEHICLE,LOP140110000841,2014-01-10T19:53:07,"{'human_address': '{""address"":""DRAKE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4762,OP,2014-01-10T18:25:17,2.0,32Y,2,415CU,DISTURBANCE-CUSTOMER,LOP140110000842,2014-01-10T21:34:06,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4763,OP,2014-01-10T18:25:51,1.0,13X,2,933R,ALARM-RINGER,LOP140110000843,2014-01-10T18:33:05,"{'human_address': '{""address"":""PROCTOR AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4764,OP,2014-01-10T18:27:26,2.0,32X,2,911H,911 HANG-UP,LOP140110000844,2014-01-11T02:45:58,"{'human_address': '{""address"":""101ST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4765,OP,2014-01-10T18:27:45,1.0,10Y,2,901,VEHICLE COLLISION/PR,LOP140110000846,2014-01-10T19:46:05,"{'human_address': '{""address"":""ST&amp;MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4766,OP,2014-01-10T18:28:50,1.0,21Y,2,647,DISORDERLY CONDUCT,LOP140110000852,2014-01-10T19:07:47,"{'human_address': '{""address"":""27TH ST&amp;FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4767,OP,2014-01-10T18:28:54,1.0,14X,2,20002,HIT & RUN (PROPERTY,LOP140110000853,2014-01-10T20:03:05,"{'human_address': '{""address"":""STATEN AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4768,OP,2014-01-10T18:29:26,1.0,10Y,2,11550,USE OF/UNDER INFLUEN,LOP140110000854,2014-01-10T20:15:33,"{'human_address': '{""address"":""GENOA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4769,OP,2014-01-10T18:30:10,2.0,25X,2,415GS,415 GUNSHOTS,LOP140110000849,2014-01-10T21:04:58,"{'human_address': '{""address"":""MASTERSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4770,OP,2014-01-10T18:30:43,1.0,02Y,2,647C,OBSTRUCT PERSON'S MO,LOP140110000850,2014-01-10T21:22:29,"{'human_address': '{""address"":""ST&amp;PERALTA ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4771,OP,2014-01-10T18:32:55,1.0,12Y,2,912,SUSPICIOUS PERSON,LOP140110000856,2014-01-10T19:05:46,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4772,OP,2014-01-10T18:33:29,1.0,04X,2,10851,STOLEN VEHICLE,LOP140110000857,2014-01-10T19:50:43,"{'human_address': '{""address"":""CLAY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4773,OP,2014-01-10T18:36:11,1.0,07X,2,SECCK,SECURITY CHECK,LOP140110000861,2014-01-10T23:06:33,"{'human_address': '{""address"":""FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4774,OP,2014-01-10T18:37:05,2.0,24X,2,415GS,415 GUNSHOTS,LOP140110000860,2014-01-10T20:13:53,"{'human_address': '{""address"":""AV&amp;SALISBURY ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4775,OP,2014-01-10T18:39:16,2.0,35X,2,20002,HIT & RUN (PROPERTY,LOP140110000864,2014-01-10T23:49:54,"{'human_address': '{""address"":""HILLSIDE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4776,OP,2014-01-10T18:40:49,2.0,33X,1,912,SUSPICIOUS PERSON,LOP140110000863,2014-01-10T19:04:52,"{'human_address': '{""address"":""97TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4777,OP,2014-01-10T18:41:51,1.0,06X,2,933MA,ALARM-MANUALLY ACTIV,LOP140110000866,2014-01-10T19:09:59,"{'human_address': '{""address"":""31ST ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4778,OP,2014-01-10T18:43:29,2.0,26Y,1,212_5,ROBBERY: FIRST DEGRE,LOP140110000869,2014-01-11T09:56:41,"{'human_address': '{""address"":""73RD AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4779,OP,2014-01-10T18:45:36,1.0,19X,2,901,VEHICLE COLLISION/PR,LOP140110000868,2014-01-10T19:57:08,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4780,OP,2014-01-10T18:45:47,1.0,05Y,2,247,SHOOTING AT/INTO AN,LOP140110000873,2014-01-10T20:04:27,"{'human_address': '{""address"":""15TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4781,OP,2014-01-10T18:45:56,2.0,26Y,2,933MA,ALARM-MANUALLY ACTIV,LOP140110000870,2014-01-10T18:51:18,"{'human_address': '{""address"":""62ND AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4782,OP,2014-01-10T18:47:17,1.0,22Y,2,647C,OBSTRUCT PERSON'S MO,LOP140110000877,2014-01-11T00:10:19,"{'human_address': '{""address"":""35TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4783,OP,2014-01-10T18:47:29,1.0,20X,2,11500,DRUG DEALING,LOP140110000878,2014-01-10T20:08:42,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4784,OP,2014-01-10T18:47:47,2.0,25X,2,933R,ALARM-RINGER,LOP140110000875,2014-01-10T19:12:30,"{'human_address': '{""address"":""GERANIUM PL"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4785,OP,2014-01-10T18:48:02,2.0,24Y,1,459,BURGLARY,LOP140110000874,2014-01-10T21:18:07,"{'human_address': '{""address"":""SUTER ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4786,OP,2014-01-10T18:53:21,1.0,02X,2,ASSIST,ASSIST,LOP140110000895,2014-01-10T22:58:34,"{'human_address': '{""address"":""ST&amp;MARKET ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4787,OP,2014-01-10T18:54:36,2.0,26X,2,933R,ALARM-RINGER,LOP140110000881,2014-01-10T21:51:57,"{'human_address': '{""address"":""JULIE ANN WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4788,OP,2014-01-10T18:55:41,1.0,07X,2,415UG,DISTURBANCE-UNWANTED,LOP140110000884,2014-01-10T23:37:00,"{'human_address': '{""address"":""SAN PABLO AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
4789,OP,2014-01-10T18:57:03,2.0,23X,2,261,SEXUAL ASSAULT; RAPE,LOP140110000885,2014-01-11T05:28:22,"{'human_address': '{""address"":""34TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
